,Feature,Mean_SHAP
0,global_economy__nominal_statistical_discrepancy_euro__euro,33.517059326171875
1,registrations__vwm_luxus_ferrari_meanbymonth,14.755390167236328
2,registrations__fueltype_hybrid_meanbymonth,10.308904647827148
3,global_economy__short_term_interest_rate_differential_with_usa__percentage,9.6261568069458
4,global_economy__wholesale_producer_price_index_year_on_year_percent_change__percent_change_year_ago,8.401779174804688
5,global_economy__tax_rate_overall_taxes__percentage,6.379619598388672
6,global_economy__nominal_share_of_gdp_at_factor_cost_industry_manufacturing__percentage,6.119483470916748
7,global_economy__real_gdp_at_factor_cost_services_growth_rate_year_on_year__percent_change_year_ago,5.759205341339111
8,global_economy__real_gdp_at_factor_cost_agriculture_growth_rate_year_on_year__percent_change_year_ago,4.3343119621276855
9,registrations__porschesegment_w_o_porsche_segment_meanbymonth,4.165093898773193
10,registrations__porschesegment_boxster_cayman_meanbymonth,4.159176349639893
11,global_economy__nominal_share_of_gdp_gross_domestic_investment__percentage,3.8204867839813232
12,registrations__volkswagensegment_luxus_meanbymonth,3.7568583488464355
13,global_economy__share_of_population_age_bracket_0_14__percentage,3.6964211463928223
14,global_economy__nominal_indirect_taxes_minus_subsidies_euro__euro,3.483509063720703
15,global_economy__tax_rate_personal_income_taxes__percentage,3.333134174346924
16,global_economy__nominal_share_of_gdp_at_factor_cost_agriculture__percentage,3.013794422149658
17,global_economy__nominal_nia_exports_in_u_s_dollars_growth_rate_year_on_year__percent_change_year_ago,2.8566324710845947
18,global_economy__nominal_nia_net_exports_euro__euro,2.792363166809082
19,global_economy__wholesale_producer_price_index_us_basis__index,2.742668390274048
20,global_economy__population_total__persons,2.6561198234558105
21,registrations__vwm_premium_mini_meanbymonth,2.6059350967407227
22,registrations__porschesegment_macan_meanbymonth,2.426429510116577
23,global_economy__real_gdp_growth_rate_year_on_year__percent_change_year_ago,2.364413261413574
24,global_economy__real_nia_imports_of_goods_non_factor_services_growth_rate_year_on_year__percent_change_year_ago,2.344402551651001
25,global_economy__wholesale_producer_price_index_euro_basis__index,2.2988882064819336
26,registrations__volkswagensegment_budget_meanbymonth,2.2326200008392334
27,global_economy__nominal_gdp_at_factor_cost_statistical_discrepancy_us__u_s_dollar,2.089155912399292
28,month_normalized,1.6808738708496094
29,registrations__vwm_premium_land_rover_meanbymonth,1.64162278175354
30,global_economy__nominal_nia_exports_of_goods_non_factor_services_euro__euro,1.6078801155090332
31,global_economy__real_fixed_investment_private_non_residential_euro__euro,1.4325177669525146
32,global_economy__nominal_share_of_gdp_gross_domestic_demand_absorption__percentage,1.398763656616211
33,registrations__vwm_luxus_bentley_interpolated_linear,1.3950552940368652
34,registrations__vwm_luxus_aston_martin_meanbymonth,1.394799828529358
35,global_economy__nominal_nia_net_exports_us__u_s_dollar,1.3638980388641357
36,global_economy__nominal_private_consumption_euro__euro,1.3174958229064941
